.dockerignore	b5ae55f2cd3c6e6a318f34ed3273fdd5b6342d05740b4cc50d5edc0c7db8de8c	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
backend/internal/accountworkbench/__tests__/regenerate_lifecycle_test.go	2fe4a6b9fb2874dad9cba6e81b6de06999dd8a609d181a9dbd3bed35d4755594	reviewed	逐行交叉审查：本地scope/owner、原来源版本、官方单次请求、取消后限时落盘；再生race检查另记
backend/internal/accountworkbench/__tests__/regenerate_local_lifecycle_test.go	b58ae797be09c9949b9a5215f761d3f08898aafe116a7c3e6e3ff63872e8f774	reviewed	全文交叉审查完成；TestLocalRegeneration -race最新通过18.688s，原TestRegeneration -race通过37.585s；本地scope与owner、单次官方刷新、取消后限时落盘
backend/internal/accountworkbench/__tests__/regenerate_local_test.go	4241568e9dc9d87b67573ca24ea7000a8e2b83eb031a784983fe74582b9263ab	reviewed	全文交叉审查完成；TestLocalRegeneration -race最新通过18.688s，原TestRegeneration -race通过37.585s；本地scope与owner、单次官方刷新、取消后限时落盘
backend/internal/accountworkbench/__tests__/regenerate_selection_test.go	058b4b094132007a2bc20a4fdfc5de94b3f602cafe99d16c44df5f86f36b5839	reviewed	逐行交叉审查：本地scope/owner、原来源版本、官方单次请求、取消后限时落盘；再生race检查另记
backend/internal/accountworkbench/__tests__/regenerate_test.go	604b48d9353e6d72fad0da583e8c8fe4b141959a9818a232fea642cebb307fae	reviewed	逐行交叉审查：本地scope/owner、原来源版本、官方单次请求、取消后限时落盘；再生race检查另记
backend/internal/accountworkbench/__tests__/retry_test.go	169ca0a2adcdbe9e7cca6891747a79b578be85501ad0e391ed2c42aabc672bfc	reviewed	Reviewed parsing, PKCE, checkpoint/queue restoration, SMS receipts, security writes, profiles, retry reconciliation and template tests; verified isolated boundary fixtures and stable-ID/version/no-replay assertions.
backend/internal/accountworkbench/__tests__/security_batch_capacity_test.go	40114e741a9675c548a0c2fc5f6d2cd1b4c93ebd34c19409f80c4bf99724af8c	reviewed	Incremental security sources audit: detached stable indices, duplicate identity prevention and 21-result capacity regression
backend/internal/accountworkbench/__tests__/security_batch_fixture_test.go	e5f20da388db27aec9816823668ab783edfd469e77956d477320fd26dc2590db	reviewed	完整复读安全批次现有回归：稳定身份、不可重放、scope变更、取消、落盘和浏览器清理
backend/internal/accountworkbench/__tests__/security_batch_preview_test.go	f6a85b46471640f0c98111d452829b449827b83f1970de5bb97fe30c9c439d26	reviewed	完整复读安全批次现有回归：稳定身份、不可重放、scope变更、取消、落盘和浏览器清理
backend/internal/accountworkbench/__tests__/security_batch_run_test.go	aa4212756712126098a7dd272b35ee4617bd6397157e2cda90f2d3ed22f4e378	reviewed	完整复读安全批次现有回归：稳定身份、不可重放、scope变更、取消、落盘和浏览器清理
backend/internal/accountworkbench/__tests__/security_batch_sources_test.go	c2ebba62f33e6e1f735d265e4761627b5b569793361ad71408aa12f1898508e3	reviewed	Incremental security sources audit: detached stable indices, duplicate identity prevention and 21-result capacity regression
backend/internal/accountworkbench/__tests__/security_checkpoint_fixture_test.go	85ce89b79e51693112d93346716ed3282d6e7e7c716e7652606a3891fec7a152	reviewed	Full fixture/regression read: explicit official-identity second confirmation, changed identity and owner/scope/version rejects, no uncertain replay, isolated browser and temporary stores.
backend/internal/accountworkbench/__tests__/security_checkpoint_test.go	f73ada4b36f84f76fab886e548348fe6b5a23814a4d3a1580dfcca7fd5bc390b	reviewed	Full fixture/regression read: explicit official-identity second confirmation, changed identity and owner/scope/version rejects, no uncertain replay, isolated browser and temporary stores.
backend/internal/accountworkbench/__tests__/security_fixture_test.go	1a6aca756060762fa1829f05311bd32a97904ce38372c016ea157237a1e8a0ec	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/__tests__/security_identity_test.go	1339e3caa0a34386fe6a64c71172d55b25dc50fbcb5a85bc0c1b18e3948544ef	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/__tests__/security_oauth_test.go	17dfbff60cf2c83b3be9a1450988d25b8a2701bc0bc24df2d2a8f63b98ec4380	reviewed	Full regression review: checkpoint security requires observed identity, new OAuth has fresh state/PKCE and original proxy/SMS lineage, mobile/desktop secret-free workflow and explicit SMS fees.
backend/internal/accountworkbench/__tests__/security_password_test.go	dd750b87f929457e0bc80b721f8a8407d0ebf4cb6fcfb78f600a2ae7337bbf70	reviewed	Reviewed parsing, PKCE, checkpoint/queue restoration, SMS receipts, security writes, profiles, retry reconciliation and template tests; verified isolated boundary fixtures and stable-ID/version/no-replay assertions.
backend/internal/accountworkbench/__tests__/security_proxy_test.go	e00254a8d06651f9b30dabf360d2aa93d06d1da210edc8da25e6b8a5793faadb	reviewed	Reviewed parsing, PKCE, checkpoint/queue restoration, SMS receipts, security writes, profiles, retry reconciliation and template tests; verified isolated boundary fixtures and stable-ID/version/no-replay assertions.
backend/internal/accountworkbench/__tests__/security_source_test.go	01fbc442d2b47859b65da055853c9fff3f389bd5cc714d5ecc58cee81ff9c2d2	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/__tests__/security_totp_test.go	c9b047f7aaf9b74197f5f7fda34e697af5a4b709d4491873a227c21370125442	reviewed	Reviewed parsing, PKCE, checkpoint/queue restoration, SMS receipts, security writes, profiles, retry reconciliation and template tests; verified isolated boundary fixtures and stable-ID/version/no-replay assertions.
backend/internal/accountworkbench/__tests__/sms_receipts_scope_test.go	e61121810b7efcea928c6472a87fb86a6a2c1404ff1a4e8ebbd5c70aa83433fb	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
backend/internal/accountworkbench/__tests__/sms_receipts_test.go	8cdd1b51d504cd8001780a0a73b44a4f8a618f89b013fcb72b7fcc052e7cf265	reviewed	Reviewed parsing, PKCE, checkpoint/queue restoration, SMS receipts, security writes, profiles, retry reconciliation and template tests; verified isolated boundary fixtures and stable-ID/version/no-replay assertions.
backend/internal/accountworkbench/__tests__/source_profile_authorization_test.go	aa2eea41832ecfdcbe6206f1cd44bfedc1432b74dcf0e0ca869fc0a3a4803d5b	reviewed	Re-read complete latest private export and SMS confirmation tests; all source-profile race tests passed 18.389s and vet passed
backend/internal/accountworkbench/__tests__/source_profile_export_scope_test.go	611fb10e206852f37fa5e93865819f81ac2875d1a2f4588b150997283b15cebf	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/__tests__/source_profile_security_test.go	459bbdc7a3209b072be2c8acefeb40d525d4582475f96703fa58171f0b967220	reviewed	Read latest fresh OAuth and safety-result tests; corrected ReadOAuthBatch call to existing contract; all source-profile race tests passed 19.705s
backend/internal/accountworkbench/__tests__/source_profiles_test.go	c7f32c3b77c1323e522585ccf87f0336247386c1f974a2f6e4ec3e0aea78a561	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/__tests__/template_source_test.go	3caf174db80ab9c7f0e324ec197911f379e76ab1e19b653397d9b2ad458c7066	reviewed	Reviewed parsing, PKCE, checkpoint/queue restoration, SMS receipts, security writes, profiles, retry reconciliation and template tests; verified isolated boundary fixtures and stable-ID/version/no-replay assertions.
backend/internal/accountworkbench/__tests__/template_test.go	a24c241e6a6dc7997932eab8751a87ae50c1e29a4b08dc05d3b89e2df439f151	reviewed	Reviewed parsing, PKCE, checkpoint/queue restoration, SMS receipts, security writes, profiles, retry reconciliation and template tests; verified isolated boundary fixtures and stable-ID/version/no-replay assertions.
backend/internal/accountworkbench/cleanup.go	a634860e99dbeeedfbcb782793405209654e9b3ad234ea371994d0cb2d969eb3	reviewed	逐行审查：维护身份/配置复核、授权上传恢复、私有文件再生和清理范围；维护账号名泄露凭据已失败复现并复用脱敏修复，受影响race通过52.587s。
backend/internal/accountworkbench/cleanup_files.go	bdb83c9c4d09aa6756c3f61ed381f1021c1f3a13fe5fccd91bc145cc8a94b2aa	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/cleanup_scope.go	843db1ad8e6e73eefca3aab2489132ab65d945ac542af90a1bad32bac7f6a40f	reviewed	逐行审查：维护身份/配置复核、授权上传恢复、私有文件再生和清理范围；维护账号名泄露凭据已失败复现并复用脱敏修复，受影响race通过52.587s。
backend/internal/accountworkbench/cleanup_types.go	853b0fb6ed677a881a9e2e7e32434b99030c94ba18d6f3ea51d6dbea1a816a5e	reviewed	逐行审查：维护身份/配置复核、授权上传恢复、私有文件再生和清理范围；维护账号名泄露凭据已失败复现并复用脱敏修复，受影响race通过52.587s。
backend/internal/accountworkbench/export.go	bbce414a187cfba6d92e7a2966af392a5caa1e97242298a099609c8b8a274af4	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/export_input.go	f1b09031d2ea7f0ef6890022e6b324c49fc28b43c1133ad2039334f7d4df20b4	reviewed	逐行审查：安全操作官方稳定身份、防重放、批次取消与私有密钥结果；导出目录描述符约束、文件权限/大小/保留期限与预览版本。
backend/internal/accountworkbench/export_local.go	f5cdfd8ebd378bcc35a8267b103c3daea8148e6231e5f55d5070a161a7e5f786	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/export_local_refresh.go	23c6ecf052b8461209c27334de9519d08b362fa0915d8978643afe0494909f0f	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/export_profiles.go	720f45e282d08503a3f1f21578ff480b92298734938d0e237b97d8cf63b6d18d	reviewed	逐行审查：安全操作官方稳定身份、防重放、批次取消与私有密钥结果；导出目录描述符约束、文件权限/大小/保留期限与预览版本。
backend/internal/accountworkbench/export_storage.go	565a9f8e768e2d359161886efcf0013b9a84917b13b1ec10de87e1a8fb44b7ae	reviewed	逐行审查：安全操作官方稳定身份、防重放、批次取消与私有密钥结果；导出目录描述符约束、文件权限/大小/保留期限与预览版本。
backend/internal/accountworkbench/history.go	44dcd925fad6938302013defb709c4180d58ec0e79fcbf2c15cdd367ed1c20c1	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
backend/internal/accountworkbench/history_query.go	3f64c327e6b0c6ddb571f9264acaa625cfe2fea362a8f8955c6b825e76c39949	reviewed	逐行审查：批次凭据清除/持久化顺序、类型及重复输入验证、恢复不重放、资料稳定身份与版本；发现独立导出短信回执查询缺少范围，修复中。
backend/internal/accountworkbench/identity_index.go	3fd844673ef4b6970bef14051b6dc7a8c82d36a7b585a3b341dddd5fe2d158de	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
backend/internal/accountworkbench/import.go	605574e2d4f8dd785bdd02f343165fcc0db86e37dce5ad43d7c568ddafd1c627	reviewed	逐行审查：导入隔离/写入读回、重试未知结果防重放、OAuth state/PKCE/会话生命周期与检查点所有权；并发新增自动检查点需末轮复核。
backend/internal/accountworkbench/maintenance.go	c7206338f261e1aee77bca5889c470c7d3e5fd854d3b7ceaae26453ef206052c	reviewed	Reviewed entire source and latest changes: maintenance retry, identity/version checks, private result persistence, cancellation and UI regression boundaries; prototype-key crashes reproduced and corrected.
backend/internal/accountworkbench/maintenance_owner.go	78e39a29087fc2d3072c348e283f34802cfe38cab3a49f324acbfd2be5941e73	reviewed	逐行审查：维护身份/配置复核、授权上传恢复、私有文件再生和清理范围；维护账号名泄露凭据已失败复现并复用脱敏修复，受影响race通过52.587s。
backend/internal/accountworkbench/maintenance_reauthorization.go	745647388619edad64ec91352f7897b2a4ed03b2868f74252783123474575afd	reviewed	逐行审查：维护身份/配置复核、授权上传恢复、私有文件再生和清理范围；维护账号名泄露凭据已失败复现并复用脱敏修复，受影响race通过52.587s。
backend/internal/accountworkbench/maintenance_uploads.go	db9ad4b904381f367521beb7eb39e5aa613ca02fff5218eb82f3971368ac1cc3	reviewed	Reviewed entire source and latest changes: maintenance retry, identity/version checks, private result persistence, cancellation and UI regression boundaries; prototype-key crashes reproduced and corrected.
backend/internal/accountworkbench/mixed.go	b6ac3df235bb76cc07bc5e5fa42917084a46e25bd5589c9b179c17b908107842	reviewed	Full re-read latest local RT deferred refresh, source profile callbacks, queue lifetime/scope and original index restoration; existing identity index preserved.
backend/internal/accountworkbench/mixed_parse.go	21ec2d5b956b0389a8e46cdb0e1ba68a7d5824293bfc687a2782ed56a3aa8755	reviewed	逐行审查：批次凭据清除/持久化顺序、类型及重复输入验证、恢复不重放、资料稳定身份与版本；发现独立导出短信回执查询缺少范围，修复中。
backend/internal/accountworkbench/mixed_queue_restore.go	e33c0e675fe7d94952465014f5fd1906c86bd39c920e35a25efda92b7d5f4e3e	reviewed	backend-domains交叉复审全文：父子锁顺序、私有记录先于公开进度、CAS及目标/会话绑定、到期/取消、恢复不重放、自动检查点换lease和交换前撤销
backend/internal/accountworkbench/mixed_queue_storage.go	5350fe0b66b54ad663ad2d89cd0675426ed9f47e460902a5c3f424e61d4e0953	reviewed	backend-domains交叉复审全文：父子锁顺序、私有记录先于公开进度、CAS及目标/会话绑定、到期/取消、恢复不重放、自动检查点换lease和交换前撤销
backend/internal/accountworkbench/mixed_queue_validation.go	56fcd96bd26d6052de1c113b1b2cf4898e4ce8e724044b02e1a18aa58fe6e5cc	reviewed	backend-domains交叉复审全文：父子锁顺序、私有记录先于公开进度、CAS及目标/会话绑定、到期/取消、恢复不重放、自动检查点换lease和交换前撤销
backend/internal/accountworkbench/mixed_run.go	e2607420054f2e4cf872b67ac754cc7674a24cf647c98c84e3d9101b15e2656b	reviewed	Full re-read latest local RT deferred refresh, source profile callbacks, queue lifetime/scope and original index restoration; existing identity index preserved.
backend/internal/accountworkbench/mixed_types.go	ad9f5a6bdd87f71cadd43c5ba899e55e2a98017d56b099128b4c0b86dd69de7f	reviewed	backend-domains复审当前全文：活动检查点重接不新授权、会话/范围/版本防护、并发启动只创建一个私有父队列、启动/取消锁顺序及公开结果白名单
backend/internal/accountworkbench/oauth.go	8dc0f2512af7bd55dfabbd9ae5c028a66908a4c13be7de2f59489c45a579da18	reviewed	Incremental complete read: scope and owner bindings, one-use checkpoint exchange, SMS order origin and attachment serialization; isolated regressions reviewed.
backend/internal/accountworkbench/oauth_assist.go	23f070d93f6a6eb9d22c3ee17602567e9cc9c7550ca2522bbe8c852ca524a8df	reviewed	Incremental complete read: scope and owner bindings, one-use checkpoint exchange, SMS order origin and attachment serialization; isolated regressions reviewed.
backend/internal/accountworkbench/oauth_batch.go	a218acc110713793bd847440bc14c93974529101fc3ea4660b1c740754389482	reviewed	Full re-read latest local RT deferred refresh, source profile callbacks, queue lifetime/scope and original index restoration; existing identity index preserved.
backend/internal/accountworkbench/oauth_batch_parse.go	a4ee06d0bbce7ae526529c0dd5db8c77100884a61c0d2901afaab27d5989393f	reviewed	逐行审查：批次凭据清除/持久化顺序、类型及重复输入验证、恢复不重放、资料稳定身份与版本；发现独立导出短信回执查询缺少范围，修复中。
backend/internal/accountworkbench/oauth_batch_run.go	e7263605c5003b25c0e0983686b325865aa4dfd4f1703b489bdfcd1b85d844d2	reviewed	backend-domains交叉复审全文：父子锁顺序、私有记录先于公开进度、CAS及目标/会话绑定、到期/取消、恢复不重放、自动检查点换lease和交换前撤销
backend/internal/accountworkbench/oauth_checkpoint.go	1df355a873229a19d6c8a61601784bb355529f6e9d9b40bfa7cebc3c08442f46	reviewed	Incremental complete read: scope and owner bindings, one-use checkpoint exchange, SMS order origin and attachment serialization; isolated regressions reviewed.
backend/internal/accountworkbench/oauth_checkpoint_automatic.go	7906f1d81f4fd1dcd0907153a9dfdb497e8779884a4a00f9065f67f42f761f62	reviewed	Incremental complete read: scope and owner bindings, one-use checkpoint exchange, SMS order origin and attachment serialization; isolated regressions reviewed.
backend/internal/accountworkbench/oauth_checkpoint_delete.go	3e9315ad945a4b027cea62ff2ecc513ca50878790f6f4764b5f2a88c6b9f905c	reviewed	逐行审查：导入隔离/写入读回、重试未知结果防重放、OAuth state/PKCE/会话生命周期与检查点所有权；并发新增自动检查点需末轮复核。
backend/internal/accountworkbench/oauth_checkpoint_restore.go	57f56410418149818e8511fcb908fd9c2215df9eb7c5e64e68373f3eae3fe49a	reviewed	Incremental review: fresh OAuth after confirmed checkpoint security binds user/workspace, validates original scope and order lineage, serializes repeated start; recovery keeps original SMS origin.
backend/internal/accountworkbench/oauth_exchange.go	c3d4d448ccc1eb682150032bb3e56e4640d72b658bdc0f7b43a1486d87002554	reviewed	Incremental full read: fixed official token endpoint and finite response validation; explicit local source validation and owner/scope artifact lookup; existing regeneration identity/version and persistence semantics retained.
backend/internal/accountworkbench/oauth_session.go	f111c037ea5e058f30808ea20fe929029caa02c5e9260328da2b55756631c4db	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
backend/internal/accountworkbench/oauth_sms.go	d5c9b1dc528232495ac1243ed55faad52f6f35a459a5919933fe038c7b350f05	reviewed	逐行审查：导入隔离/写入读回、重试未知结果防重放、OAuth state/PKCE/会话生命周期与检查点所有权；并发新增自动检查点需末轮复核。
backend/internal/accountworkbench/oauth_sms_attachment.go	823a4ab91008fc2ff3e734d258c854e4a7dcb9acb161d41d27d8b7a3aac94d3a	reviewed	Incremental complete read: scope and owner bindings, one-use checkpoint exchange, SMS order origin and attachment serialization; isolated regressions reviewed.
backend/internal/accountworkbench/parse.go	79e318756c64f8c9a56f0545d06282c762878d03d56923dcac1a2186b2dee8d3	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
backend/internal/accountworkbench/profiles.go	d93fc38910c735d7f8fca084b306e7eedfdf7a49c009d98b8ccda4dc4e7ac931	reviewed	逐行审查：批次凭据清除/持久化顺序、类型及重复输入验证、恢复不重放、资料稳定身份与版本；发现独立导出短信回执查询缺少范围，修复中。
backend/internal/accountworkbench/profiles_maintenance.go	23274d62be1e1f78e19c3ff9bd06a16b4c919016f814e91d53b5f5bb3f284e2d	reviewed	逐行审查：批次凭据清除/持久化顺序、类型及重复输入验证、恢复不重放、资料稳定身份与版本；发现独立导出短信回执查询缺少范围，修复中。
backend/internal/accountworkbench/profiles_security.go	350a1d211e980e86cbb043ddd213cceb315b9fb4ec329ab68d577b458ac3664a	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/profiles_types.go	23535ea7f3bff6d9948faaa9bf542a2cb455b012b2c6f23a047889a7c249b006	reviewed	逐行审查：批次凭据清除/持久化顺序、类型及重复输入验证、恢复不重放、资料稳定身份与版本；发现独立导出短信回执查询缺少范围，修复中。
backend/internal/accountworkbench/queue_active.go	470399587344e3dc28d09610bca6da8d1747605a99257ddc566a8e9e357d7c47	reviewed	backend-domains交叉复审全文：父子锁顺序、私有记录先于公开进度、CAS及目标/会话绑定、到期/取消、恢复不重放、自动检查点换lease和交换前撤销
backend/internal/accountworkbench/queue_checkpoint.go	4fd2c0fbb7a4ab27b9b8506948839602760f000091228550f2707802bd0a4395	reviewed	Full re-read latest local RT deferred refresh, source profile callbacks, queue lifetime/scope and original index restoration; existing identity index preserved.
backend/internal/accountworkbench/queue_detach.go	5a0ea33a71c2b81a22e9558f415b3f3ce82a08631eb1dc83d1414c9dd39a2176	reviewed	backend-domains交叉复审全文：父子锁顺序、私有记录先于公开进度、CAS及目标/会话绑定、到期/取消、恢复不重放、自动检查点换lease和交换前撤销
backend/internal/accountworkbench/queue_recovery.go	113711eee55f090322c8360e82dd928908bd8810d0cebf28675c28b32be70b73	reviewed	backend-domains交叉复审全文：父子锁顺序、私有记录先于公开进度、CAS及目标/会话绑定、到期/取消、恢复不重放、自动检查点换lease和交换前撤销
backend/internal/accountworkbench/queue_storage.go	5d2c9e43d087e45ab19cf9b8a65f1e9c4b235a28c69afa9d68b6b9f79409a716	reviewed	backend-domains修复恢复已完成账号丢失原名称：公共恢复预览回归先失败后通过，队列/检查点相关race测试78.488s通过；保留Parse凭据及名称校验
backend/internal/accountworkbench/queue_summary.go	87d0e0e9610fd7e1c51b7b9c275041dc61c4f3373c1e01d1dcb218bcf6081a08	reviewed	backend-domains交叉复审全文：父子锁顺序、私有记录先于公开进度、CAS及目标/会话绑定、到期/取消、恢复不重放、自动检查点换lease和交换前撤销
backend/internal/accountworkbench/queue_validation.go	b74e8e43a0d5924cea47c229939db565f5fea8d7f4b51dbbd5537a4ce6a118c6	reviewed	backend-domains交叉复审全文：父子锁顺序、私有记录先于公开进度、CAS及目标/会话绑定、到期/取消、恢复不重放、自动检查点换lease和交换前撤销
backend/internal/accountworkbench/reauthorization.go	9633394c24f0df6129c0ecd5cc7f7d06f1514f104b5d15059d03e44a52574256	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
backend/internal/accountworkbench/reauthorization_history.go	5f161aad5617348a7ab92be7920d418f58c93c8cd75b5f0c8234754b11947cce	reviewed	逐行审查：批次凭据清除/持久化顺序、类型及重复输入验证、恢复不重放、资料稳定身份与版本；发现独立导出短信回执查询缺少范围，修复中。
backend/internal/accountworkbench/reauthorization_maintenance.go	803776df8e6ccedce127ba31fbbf82430454e49f5b58ca9dc44d7b687d4550cb	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
backend/internal/accountworkbench/regenerate.go	1d8a1534740128b9c896d1f7de1cd07a6f32ee56a3d5ac69014830c79ff6ba61	reviewed	Incremental full read: fixed official token endpoint and finite response validation; explicit local source validation and owner/scope artifact lookup; existing regeneration identity/version and persistence semantics retained.
backend/internal/accountworkbench/regenerate_local.go	f2422e0ab630b9acd0debab0de37b63bc5bcc63c1b527890901e6526551f95cf	reviewed	全文交叉审查完成；TestLocalRegeneration -race最新通过18.688s，原TestRegeneration -race通过37.585s；本地scope与owner、单次官方刷新、取消后限时落盘
backend/internal/accountworkbench/regenerate_local_run.go	236297d1e26f4c2aae5c5c0e6736d1d1eaa11ec350dc2122ca9c075b222331fc	reviewed	全文交叉审查完成；TestLocalRegeneration -race最新通过18.688s，原TestRegeneration -race通过37.585s；本地scope与owner、单次官方刷新、取消后限时落盘
backend/internal/accountworkbench/regenerate_run.go	19f6fc5009ec8fc50b5902e3143579e769cfb999ddc251f315d7a862ce2d9680	reviewed	Incremental full read: fixed official token endpoint and finite response validation; explicit local source validation and owner/scope artifact lookup; existing regeneration identity/version and persistence semantics retained.
backend/internal/accountworkbench/regenerate_source.go	71ee0f948987e154a1c8af503fa3fe4ff16745996ea1a7ed6712ff18d08e0148	reviewed	Full re-read latest local RT deferred refresh, source profile callbacks, queue lifetime/scope and original index restoration; existing identity index preserved.
backend/internal/accountworkbench/retry.go	fe665556edd49634ee1f95732be534f8349bfa4c39437b94be52178d5f9258f6	reviewed	逐行审查：导入隔离/写入读回、重试未知结果防重放、OAuth state/PKCE/会话生命周期与检查点所有权；并发新增自动检查点需末轮复核。
backend/internal/accountworkbench/scope.go	8f29d63b946c6393c3c1966f8acb8f5680f55ea5577c36812a5b8d6b77dd2907	reviewed	逐行审查：输入白名单、凭据隔离、预览所有权、目标与模板版本校验；身份匹配重复解析性能待复核。
backend/internal/accountworkbench/security.go	a49eaada5602794b2dfd27269d23c8a0d93415209970e751bc021e9e1893f4d7	reviewed	Incremental detached-result audit: copy source index in returned views and task results; bounded standalone and batch retention
backend/internal/accountworkbench/security_batch.go	f1f2e60ad41e399fd9114f12a92736506ad12ff66b31ef4ac4d6e7e061be491c	reviewed	逐行复读本地安全批次接入与原测试：scope传递、来源预览及重验、用户去重、子会话保留与身份确认；现有TestSecurity race通过58.472s；保留容量边界待审
backend/internal/accountworkbench/security_batch_child.go	7c9f9c6ded3a351a3c9f799551ffa341422ced8a4d440f02a0640bb66989edd1	reviewed	逐行复读本地安全批次接入与原测试：scope传递、来源预览及重验、用户去重、子会话保留与身份确认；现有TestSecurity race通过58.472s；保留容量边界待审
backend/internal/accountworkbench/security_batch_preview.go	389f81963ff3a85621da9dad1ea1163c8acf98877f958aa8840034702fd96308	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/security_batch_run.go	28ab236b30837b61231bfaf464c288c43047d7d7b108ea07b14ee169209e2ada	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/security_batch_sources.go	c499d6fa79fcad4b7198cf3f652e4193bca556d491a1aa43dc00b61634908678	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/security_batch_types.go	421191f554804bf3133c71dc54a5d443cb86c663b545e731f2efd2089f790dd2	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/security_checkpoint.go	2e802b3007803fbfcc24d0186170c5fac2ae1c62d6ce42305ded994eebb06da6	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/security_confirmation.go	c07865c54ca0f63eece0a65b662fcaa27cd75110da14d824afa3cbca07835043	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/security_identity.go	a11c8af2cc52a3cfd71dd84ca6e17b764b44493d38e8f614630dcff6ab9e0791	reviewed	逐行复读本地安全批处理增量：来源范围与身份、版本与生命周期、串行写步骤、结果脱敏与落盘；需增量稳定后复查hash与race
backend/internal/accountworkbench/security_oauth.go	d86379971d70127769ff1ecc95f7140640c85fddf3fd4ba860472826ff35b677	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/security_runner.go	db3d787f0ff27238eb979600fe34caf16150a86d64aba81a016af1eb74f45c88	reviewed	Incremental detached-result audit: copy source index in returned views and task results; bounded standalone and batch retention
backend/internal/accountworkbench/security_session.go	dd2a0da96ad42ca313610683db8078060b28da190bfbb0f285b73c0e7ad40897	reviewed	Incremental detached-result audit: copy source index in returned views and task results; bounded standalone and batch retention
backend/internal/accountworkbench/security_source.go	1dffc6c286d38f9f131d338bb764bf11e845bc6b3f4b77a588803593cc2e233a	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
backend/internal/accountworkbench/security_steps.go	cbe51b324592fe98db40bd4abba0ff8d6bd7bc4462777c699879095b8f437534	reviewed	交叉逐文件复审授权来源安全操作：owner/有效期/稳定用户邮箱工作区/scope及管理目标再次校验；取消同source操作锁串行；私有产物不绑定线上资料；已读来源成功及拒绝回归。
backend/internal/accountworkbench/security_storage.go	fda24c2ba25ac931b04621385e422f59c8c11969dc6c3ed467f83fad58e4e362	reviewed	Incremental security audit: owner and scope binding, checkpoint identity confirmation, source retention and bounded capacity; 21-source batch regression
